kp_0_x,kp_0_y,kp_1_x,kp_1_y,kp_2_x,kp_2_y,kp_3_x,kp_3_y,kp_4_x,kp_4_y,kp_5_x,kp_5_y,kp_6_x,kp_6_y,kp_7_x,kp_7_y,kp_8_x,kp_8_y,kp_9_x,kp_9_y,kp_10_x,kp_10_y,kp_11_x,kp_11_y,kp_12_x,kp_12_y,kp_13_x,kp_13_y,kp_14_x,kp_14_y,kp_15_x,kp_15_y,kp_16_x,kp_16_y,kp_17_x,kp_17_y,kp_18_x,kp_18_y,kp_19_x,kp_19_y,kp_20_x,kp_20_y,class
0.4275161921977997,0.29974764585494995,0.4482713043689728,0.2657455801963806,0.44579121470451355,0.23654460906982422,0.42657843232154846,0.21724553406238556,0.40786904096603394,0.21065542101860046,0.4406169652938843,0.2109978348016739,0.4330335855484009,0.17706772685050964,0.4313918948173523,0.17554251849651337,0.43246084451675415,0.18155218660831451,0.41878655552864075,0.21356849372386932,0.41180628538131714,0.1813800036907196,0.41141220927238464,0.18147997558116913,0.41351357102394104,0.18737216293811798,0.3974418640136719,0.2216942310333252,0.39063113927841187,0.21189698576927185,0.39506834745407104,0.22613047063350677,0.40222182869911194,0.23875926434993744,0.3774951696395874,0.23362019658088684,0.3759668171405792,0.2246873676776886,0.38122886419296265,0.23456591367721558,0.38702088594436646,0.24426326155662537,R
0.6004511117935181,0.5703123807907104,0.6529875993728638,0.5279428362846375,0.6792722940444946,0.4567514657974243,0.6444349884986877,0.40028780698776245,0.5985152721405029,0.37684327363967896,0.6694009304046631,0.39313703775405884,0.6704453825950623,0.3164357841014862,0.6625804305076599,0.2690143287181854,0.6487551927566528,0.22699713706970215,0.6298647522926331,0.39389437437057495,0.6416008472442627,0.311814546585083,0.6480667591094971,0.2641785442829132,0.6460418105125427,0.2221067249774933,0.5917260050773621,0.4107133746147156,0.5904080271720886,0.3668256998062134,0.6092433929443359,0.4116467535495758,0.6195331811904907,0.4466700553894043,0.5563240647315979,0.43668708205223083,0.5678665637969971,0.4037429988384247,0.5836040377616882,0.43851494789123535,0.5904217958450317,0.4701419472694397,R
0.33423247933387756,0.6194582581520081,0.3979453146457672,0.5726760625839233,0.4245508909225464,0.48679178953170776,0.36790019273757935,0.422371506690979,0.30881088972091675,0.3966166377067566,0.41248682141304016,0.40892618894577026,0.4041909873485565,0.3170616328716278,0.38902992010116577,0.2596992254257202,0.36985641717910767,0.20978665351867676,0.36197078227996826,0.4122738242149353,0.3741288185119629,0.31638196110725403,0.37758493423461914,0.2603299021720886,0.37339329719543457,0.21123987436294556,0.3143915832042694,0.4345538318157196,0.3032134473323822,0.38692089915275574,0.3232589662075043,0.4454488754272461,0.33910372853279114,0.4880180060863495,0.2717418670654297,0.47101303935050964,0.27512112259864807,0.44053807854652405,0.296454519033432,0.48592644929885864,0.30822962522506714,0.5236961245536804,R
0.667015016078949,0.5210221409797668,0.7393470406532288,0.47655200958251953,0.7806230783462524,0.3933887183666229,0.7429002523422241,0.32298022508621216,0.6949664950370789,0.2889620363712311,0.7557974457740784,0.2984370291233063,0.7600181698799133,0.20841412246227264,0.7502806782722473,0.14888814091682434,0.7380398511886597,0.09743592143058777,0.7048256397247314,0.2994615435600281,0.7258896231651306,0.18773214519023895,0.7414224743843079,0.13012418150901794,0.7457088828086853,0.08195033669471741,0.6568117737770081,0.318212628364563,0.6672323942184448,0.2563549280166626,0.687667191028595,0.326755166053772,0.694595992565155,0.37594887614250183,0.6077038049697876,0.3472764790058136,0.6254709959030151,0.29073870182037354,0.6440176367759705,0.34041598439216614,0.6474305391311646,0.3817767798900604,R
0.7665948867797852,0.5052441954612732,0.8457138538360596,0.4657943546772003,0.8882662057876587,0.38139787316322327,0.8478251099586487,0.3086956739425659,0.7983548641204834,0.2737666070461273,0.8670854568481445,0.2961944341659546,0.8728852272033691,0.2095692902803421,0.8657215237617493,0.15050169825553894,0.8560733199119568,0.10177077353000641,0.8159345984458923,0.29472631216049194,0.8385888338088989,0.1855219602584839,0.8550868034362793,0.12681055068969727,0.8570852279663086,0.07833874225616455,0.7679591178894043,0.3108876347541809,0.7869626879692078,0.24475371837615967,0.804876983165741,0.31292057037353516,0.807233989238739,0.36061298847198486,0.718645453453064,0.33551889657974243,0.7462617754936218,0.28035682439804077,0.7646293044090271,0.3279900848865509,0.7656002640724182,0.367763876914978,R
0.7428925633430481,0.6084314584732056,0.7920743227005005,0.5714614391326904,0.8176226019859314,0.5038211345672607,0.7832679152488708,0.4481206238269806,0.7373167872428894,0.42918863892555237,0.7999799847602844,0.44899630546569824,0.7967995405197144,0.3735084533691406,0.7878199219703674,0.3238146901130676,0.77557373046875,0.28359049558639526,0.7621890306472778,0.44929760694503784,0.7661461234092712,0.3686492443084717,0.7677425146102905,0.321386456489563,0.7633359432220459,0.2819303870201111,0.728514552116394,0.464562326669693,0.7272865772247314,0.4151383936405182,0.748319149017334,0.45309996604919434,0.7619019150733948,0.4845830202102661,0.6968692541122437,0.4902220070362091,0.707526445388794,0.45450472831726074,0.7281169295310974,0.48377034068107605,0.7398675084114075,0.5125105977058411,R
0.30383092164993286,0.6087762117385864,0.36758169531822205,0.5781807899475098,0.3895220458507538,0.5026719570159912,0.32941633462905884,0.4373485743999481,0.27286437153816223,0.4091520607471466,0.38815972208976746,0.42824122309684753,0.38089945912361145,0.33766448497772217,0.3680536150932312,0.27922022342681885,0.35222095251083374,0.22878898680210114,0.33919742703437805,0.423256516456604,0.34949392080307007,0.32776525616645813,0.3515455722808838,0.2702491879463196,0.3487568199634552,0.2202724665403366,0.2916337549686432,0.4381067752838135,0.27517515420913696,0.40427467226982117,0.285765141248703,0.4592362344264984,0.2982010245323181,0.4977169632911682,0.24893279373645782,0.4673665761947632,0.24607428908348083,0.4537932574748993,0.26317861676216125,0.49703264236450195,0.2730863094329834,0.5309486389160156,R
0.2973653972148895,0.5434058904647827,0.3627738952636719,0.5143265724182129,0.3890225887298584,0.44281241297721863,0.3459857404232025,0.3774842917919159,0.30162757635116577,0.3363485634326935,0.4066203832626343,0.3590150475502014,0.40413162112236023,0.259511262178421,0.3943381905555725,0.19198060035705566,0.37988150119781494,0.13482066988945007,0.35720670223236084,0.3513656258583069,0.3693891167640686,0.23605944216251373,0.3777667284011841,0.1658610850572586,0.3813296854496002,0.10651862621307373,0.3066195845603943,0.36606255173683167,0.2804938554763794,0.31286370754241943,0.28702497482299805,0.371416836977005,0.30283913016319275,0.41451776027679443,0.2572426199913025,0.3955322504043579,0.24816325306892395,0.3654475510120392,0.25989556312561035,0.4058571457862854,0.27439770102500916,0.43683937191963196,R
0.5165910720825195,0.27918243408203125,0.5266395211219788,0.25920337438583374,0.524713397026062,0.23776806890964508,0.5137325525283813,0.22086162865161896,0.5024383664131165,0.2133449763059616,0.5164012312889099,0.21797916293144226,0.513106107711792,0.19290678203105927,0.5130186080932617,0.17636927962303162,0.5130680203437805,0.1626056730747223,0.5067540407180786,0.21989654004573822,0.5080805420875549,0.19350162148475647,0.5111734867095947,0.1756838858127594,0.5153667330741882,0.16223664581775665,0.4981856048107147,0.22504010796546936,0.5026022791862488,0.20734576880931854,0.5105166435241699,0.19838301837444305,0.5185916423797607,0.19296397268772125,0.4892938733100891,0.2330545336008072,0.493716835975647,0.21823497116565704,0.5007703304290771,0.2112395018339157,0.5071730613708496,0.20666401088237762,R
0.24296538531780243,0.5683858394622803,0.31824207305908203,0.5081346035003662,0.34284883737564087,0.41257262229919434,0.2809011936187744,0.34874188899993896,0.21220605075359344,0.32840609550476074,0.28279879689216614,0.33912912011146545,0.2814178168773651,0.23959676921367645,0.2700309455394745,0.17604003846645355,0.2581676244735718,0.12151309847831726,0.22917287051677704,0.3430350720882416,0.22728750109672546,0.2241567224264145,0.23844635486602783,0.15118834376335144,0.2429293692111969,0.09112179279327393,0.18098191916942596,0.36519181728363037,0.18260909616947174,0.28945478796958923,0.21152612566947937,0.354901522397995,0.2191459834575653,0.4080505669116974,0.1322903037071228,0.4011627733707428,0.15206146240234375,0.3354557752609253,0.18047654628753662,0.3813971281051636,0.185784712433815,0.42448773980140686,R
